Boston,42.360081,-71.058884
Cincinnati,39.103119,-84.512016
Columbus,39.961178,-82.998795
Des Moines,41.586834,-93.624962
Little Rock,34.746483,-92.289597
Memphis,35.149532,-90.048981
Salt Lake City,40.76078,-111.891045
